CPUs,Experimento,Ambiente,Tempo,Perf,Perf1,Perf2,Perf3,Perf4,Perf5
40,8,Xen_1,4.0456,0,0,0,0,0,0
40,9,Xen_1,4.2544,0,0,0,0,0,0
40,10,Xen_1,3.9694,0,0,0,0,0,0
40,11,Xen_1,3.8149,0,0,0,0,0,0
40,12,Xen_1,3.9627,0,0,0,0,0,0
40,13,Xen_1,4.1719,0,0,0,0,0,0
40,14,Xen_1,4.1474,0,0,0,0,0,0
40,15,Xen_1,4.0892,0,0,0,0,0,0
40,16,Xen_1,4.227,0,0,0,0,0,0
40,17,Xen_1,6.1712,0,0,0,0,0,0
40,18,Xen_1,4.7722,0,0,0,0,0,0
40,19,Xen_1,4.3409,0,0,0,0,0,0
40,20,Xen_1,4.0787,0,0,0,0,0,0
40,21,Xen_1,4.1281,0,0,0,0,0,0
40,22,Xen_1,3.9691,0,0,0,0,0,0
40,23,Xen_1,4.1794,0,0,0,0,0,0
40,24,Xen_1,4.3968,0,0,0,0,0,0
40,25,Xen_1,6.1415,0,0,0,0,0,0
40,26,Xen_1,4.3521,0,0,0,0,0,0
40,27,Xen_1,4.2299,0,0,0,0,0,0
40,28,Xen_1,4.1734,0,0,0,0,0,0
40,29,Xen_1,4.0375,0,0,0,0,0,0
40,30,Xen_1,4.1724,0,0,0,0,0,0
